Partition_ID,Verification,SAT_count,UNSAT_count,UNK_count,h_attempt,h_success,B_compression,S_compression,ST_compression,H_compression,T_compression,SV-time,S-time,HV-Time,H-Time,Total-Time,C-check,V-accurate,Original-acc,Pruned-acc,Acc-dec,C1,C2
1,sat,1,0,0,0,0,0.7451,0.0,0.7451,0,0.7451,94.003,94.13,0,0.0,94.13,1,1,0.8452,1.0,-,[15.  6. 12.  9.  6.  5.  5.  4.  1. 12.  0. 92.  5.],[19.  6. 12.  9.  6.  5.  5.  0.  1. 12.  0. 92.  5.]
2,sat,2,0,0,0,0,0.8627,0.0,0.8627,0,0.8627,5.346,5.62,0,0.0,5.62,1,1,0.8452,1.0,-,[28.  1. 12.  8.  6.  6.  0.  4.  0. 11.  2. 49. 36.],[23.  1. 12.  8.  6.  6.  0.  0.  0. 11.  2. 49. 36.]
3,sat,3,0,0,0,0,0.902,0.0,0.902,0,0.902,2.721,2.82,0,0.0,2.82,1,1,0.8452,1.0,-,[40.  6.  0. 13.  5. 13.  2.  1.  0.  0. 12. 79. 24.],[38.  6.  0. 13.  5. 13.  2.  0.  0.  0. 12. 79. 24.]
4,unsat,3,1,0,0,0,0.8431,0.0,0.8431,0,0.8431,7.311,7.5,0,0.0,7.5,0,0,0.8452,1.0,-,,
5,sat,4,1,0,0,0,0.8627,0.0,0.8627,0,0.8627,6.795,7.03,0,0.0,7.03,1,1,0.8452,1.0,-,[61.  5. 12. 13.  4. 12.  0.  0.  0. 16.  0. 80. 40.],[66.  5. 12. 13.  4. 12.  0.  4.  0. 16.  0. 80. 40.]
6,sat,5,1,0,0,0,0.8824,0.0,0.8824,0,0.8824,3.056,3.16,0,0.0,3.16,1,1,0.8452,1.0,-,[76.  6. 12. 13.  1.  5.  3.  3.  1.  0.  4. 78. 22.],[78.  6. 12. 13.  1.  5.  3.  4.  1.  0.  4. 78. 22.]
7,sat,6,1,0,0,0,0.8627,0.0,0.8627,0,0.8627,4.234,4.49,0,0.0,4.49,1,1,0.8452,1.0,-,[100.   6.   0.   1.   5.   6.   0.   1.   1.   5.   0.  97.   6.],[95.  6.  0.  1.  5.  6.  0.  0.  1.  5.  0. 97.  6.]
8,sat,7,1,0,0,0,0.8627,0.0,0.8627,0,0.8627,6.948,7.05,0,0.0,7.05,1,1,0.8452,1.0,-,[38.  6.  5. 13.  3.  7.  4.  3.  0.  9. 11. 64. 29.],[40.  6.  5. 13.  3.  7.  4.  2.  0.  9. 11. 64. 29.]
9,sat,8,1,0,0,0,0.8824,0.0,0.8824,0,0.8824,1.464,1.58,0,0.0,1.58,1,1,0.8452,1.0,-,[52.  6. 15. 13.  6. 12.  5.  4.  0. 11. 19. 69. 37.],[47.  6. 15. 13.  6. 12.  5.  3.  0. 11. 19. 69. 37.]
10,unsat,8,2,0,0,0,0.8431,0.0,0.8431,0,0.8431,2.602,2.8,0,0.0,2.8,0,0,0.8452,1.0,-,,
11,sat,9,2,0,0,0,0.8824,0.0,0.8824,0,0.8824,6.876,7.06,0,0.0,7.06,1,1,0.8452,1.0,-,[54.  6.  5.  7.  5.  1.  2.  1.  1.  0. 19. 79.  7.],[57.  6.  5.  7.  5.  1.  2.  0.  1.  0. 19. 79.  7.]
12,unsat,9,3,0,0,0,0.8627,0.0,0.8627,0,0.8627,1.919,2.04,0,0.0,2.04,0,0,0.8452,1.0,-,,
