Partition_ID,Verification,SAT_count,UNSAT_count,UNK_count,h_attempt,h_success,B_compression,S_compression,ST_compression,H_compression,T_compression,SV-time,S-time,HV-Time,H-Time,Total-Time,C-check,V-accurate,Original-acc,Pruned-acc,Acc-dec,C1,C2
1,sat,1,0,0,0,0,0.9453,0.0,0.9453,0,0.9453,17.238,19.12,0,0.0,19.12,1,1,0.8486,1.0,-,[68.  6. 11.  7.  6. 13.  1.  3.  0. 18. 11.  1. 29.],[68.  6. 11.  7.  6. 13.  1.  4.  0. 18. 11.  1. 29.]
2,unknown,1,0,1,1,0,0.7065,0.0,0.7065,0.1741,0.8806,200.092,263.34,200.046,200.14,463.49,0,0,0.8486,1.0,-,,
3,unsat,1,1,1,0,0,0.9552,0.0,0.9552,0,0.9552,2.524,3.5,0,0.0,3.5,0,0,0.8486,1.0,-,,
4,unknown,1,1,2,1,0,0.9055,0.0,0.9055,0.01,0.9154,200.249,201.05,200.17,200.26,401.31,0,0,0.8486,1.0,-,,
5,sat,2,1,2,0,0,0.9502,0.0,0.9502,0,0.9502,11.375,13.49,0,0.0,13.49,1,1,0.8486,1.0,-,[26.  5. 15.  7.  6. 12.  2.  4.  1. 15. 16. 58. 35.],[26.  5. 15.  7.  6. 12.  2.  2.  1. 15. 16. 58. 35.]
6,sat,3,1,2,0,0,0.9303,0.0,0.9303,0,0.9303,43.608,46.24,0,0.0,46.24,1,1,0.8486,1.0,-,[45.  5. 11.  7.  5. 11.  0.  4.  1. 12. 11. 71.  8.],[45.  5. 11.  7.  5. 11.  0.  2.  1. 12. 11. 71.  8.]
7,sat,4,1,2,0,0,0.9502,0.0,0.9502,0,0.9502,8.222,10.36,0,0.0,10.36,1,1,0.8486,1.0,-,[74.  2.  2.  3.  6.  0.  0.  4.  1. 12.  4. 66. 30.],[74.  2.  2.  3.  6.  0.  0.  2.  1. 12.  4. 66. 30.]
8,sat,5,1,2,1,1,0.9254,0.005,0.9303,0.0199,0.9502,200.2,205.79,33.491,33.55,239.34,1,1,0.8486,1.0,-,[82.  6. 12.  6.  0. 12.  0.  1.  0. 11.  6. 55.  0.],[82.  6. 12.  6.  0. 12.  0.  4.  0. 11.  6. 55.  0.]
9,unsat,5,2,2,0,0,0.9353,0.005,0.9403,0,0.9403,25.713,27.9,0,0.0,27.9,0,0,0.8486,1.0,-,,
10,sat,6,2,2,0,0,0.9353,0.0,0.9353,0,0.9353,97.606,101.07,0,0.0,101.07,1,1,0.8486,1.0,-,[73.  0. 15.  9.  6.  6.  0.  0.  1.  7. 18. 91.  6.],[73.  0. 15.  9.  6.  6.  0.  3.  1.  7. 18. 91.  6.]
11,sat,7,2,2,0,0,0.9154,0.0149,0.9303,0,0.9303,18.197,28.02,0,0.0,28.02,1,1,0.8486,1.0,-,[100.   6.   0.   7.   6.   6.   5.   0.   0.   0.  19.  85.   6.],[100.   6.   0.   7.   6.   6.   5.   4.   0.   0.  19.  85.   6.]
12,sat,8,2,2,1,1,0.9055,0.005,0.9104,0.0299,0.9403,200.03,211.07,151.311,151.37,362.45,1,1,0.8486,1.0,-,[92.  1.  6.  1.  6. 13.  0.  4.  0.  5. 18. 88.  6.],[92.  1.  6.  1.  6. 13.  0.  0.  0.  5. 18. 88.  6.]
13,sat,9,2,2,1,1,0.9104,0.0,0.9104,0.0299,0.9403,200.086,209.52,41.571,41.64,251.15,1,1,0.8486,1.0,-,[10.  0. 11.  6.  6. 13.  5.  4.  1.  6.  5. 43. 19.],[10.  0. 11.  6.  6. 13.  5.  0.  1.  6.  5. 43. 19.]
14,unknown,9,2,3,1,0,0.8706,0.0,0.8706,0.0547,0.9254,200.198,217.72,200.04,200.11,417.84,0,0,0.8486,1.0,-,,
