Partition_ID,Verification,SAT_count,UNSAT_count,UNK_count,h_attempt,h_success,B_compression,S_compression,ST_compression,H_compression,T_compression,SV-time,S-time,HV-Time,H-Time,Total-Time,C-check,V-accurate,Original-acc,Pruned-acc,Acc-dec,C1,C2
1,sat,1,0,0,0,0,0.8812,0.0,0.8812,0,0.8812,14.264,14.45,0,0.0,14.45,1,1,0.7467,1.0,-,"[2.0000e+00 4.0000e+01 2.0000e+00 5.0000e+00 1.6629e+04 2.0000e+00
 2.0000e+00 1.0000e+00 2.0000e+00 4.0000e+00 0.0000e+00 1.0000e+00
 2.0000e+00 2.0000e+00 2.0000e+00 1.0000e+00 2.0000e+00 1.0000e+00
 0.0000e+00 1.0000e+00]","[2.0000e+00 4.0000e+01 2.0000e+00 5.0000e+00 1.6629e+04 2.0000e+00
 2.0000e+00 1.0000e+00 2.0000e+00 4.0000e+00 0.0000e+00 1.0000e+00
 2.0000e+00 2.0000e+00 2.0000e+00 1.0000e+00 2.0000e+00 1.0000e+00
 0.0000e+00 0.0000e+00]"
2,unknown,1,0,1,1,0,0.8416,0.0,0.8416,0.0,0.8416,100.021,100.24,100.023,100.11,200.35,0,0,0.7467,1.0,-,,
3,sat,2,0,1,0,0,0.8614,0.0,0.8614,0,0.8614,29.509,30.19,0,0.0,30.19,1,1,0.7467,1.0,-,"[0.000e+00 2.900e+01 1.000e+00 7.000e+00 1.173e+04 2.000e+00 1.000e+00
 3.000e+00 0.000e+00 4.000e+00 1.000e+00 1.000e+00 1.000e+00 0.000e+00
 2.000e+00 3.000e+00 1.000e+00 1.000e+00 1.000e+00 0.000e+00]","[0.000e+00 2.900e+01 1.000e+00 7.000e+00 1.173e+04 2.000e+00 1.000e+00
 3.000e+00 0.000e+00 4.000e+00 1.000e+00 1.000e+00 1.000e+00 0.000e+00
 2.000e+00 3.000e+00 1.000e+00 1.000e+00 1.000e+00 1.000e+00]"
4,sat,3,0,1,0,0,0.8614,0.0,0.8614,0,0.8614,19.475,19.92,0,0.0,19.92,1,1,0.7467,1.0,-,"[0.000e+00 1.900e+01 0.000e+00 3.000e+00 8.729e+03 2.000e+00 1.000e+00
 4.000e+00 1.000e+00 1.000e+00 0.000e+00 0.000e+00 2.000e+00 1.000e+00
 2.000e+00 3.000e+00 1.000e+00 1.000e+00 0.000e+00 0.000e+00]","[0.000e+00 1.900e+01 0.000e+00 3.000e+00 8.729e+03 2.000e+00 1.000e+00
 4.000e+00 1.000e+00 1.000e+00 0.000e+00 0.000e+00 2.000e+00 1.000e+00
 2.000e+00 3.000e+00 1.000e+00 1.000e+00 0.000e+00 1.000e+00]"
5,unknown,3,0,2,1,0,0.8614,0.0,0.8614,0.0297,0.8911,100.102,101.03,100.026,100.09,201.12,0,0,0.7467,1.0,-,,
6,unknown,3,0,3,1,0,0.8614,0.0,0.8614,0.0198,0.8812,100.065,100.74,100.056,100.12,200.87,0,0,0.7467,1.0,-,,
7,sat,4,0,3,0,0,0.8713,0.0,0.8713,0,0.8713,50.727,51.16,0,0.0,51.16,1,1,0.7467,1.0,-,"[2.000e+00 2.900e+01 0.000e+00 0.000e+00 1.413e+04 2.000e+00 2.000e+00
 1.000e+00 2.000e+00 1.000e+00 1.000e+00 0.000e+00 1.000e+00 0.000e+00
 2.000e+00 0.000e+00 1.000e+00 1.000e+00 1.000e+00 1.000e+00]","[2.000e+00 2.900e+01 0.000e+00 0.000e+00 1.413e+04 2.000e+00 2.000e+00
 1.000e+00 2.000e+00 1.000e+00 1.000e+00 0.000e+00 1.000e+00 0.000e+00
 2.000e+00 0.000e+00 1.000e+00 1.000e+00 1.000e+00 0.000e+00]"
8,unknown,4,0,4,1,0,0.6535,0.0,0.6535,0.0396,0.6931,100.021,101.28,100.179,100.34,201.62,0,0,0.7467,1.0,-,,
9,unknown,4,0,5,1,0,0.8614,0.0,0.8614,0.0099,0.8713,100.007,100.45,100.007,100.08,200.53,0,0,0.7467,1.0,-,,
10,sat,5,0,5,0,0,0.8515,0.0,0.8515,0,0.8515,71.602,72.28,0,0.0,72.28,1,1,0.7467,1.0,-,"[0.00e+00 1.70e+01 0.00e+00 4.00e+00 7.22e+03 2.00e+00 2.00e+00 4.00e+00
 1.00e+00 1.00e+00 1.00e+00 0.00e+00 1.00e+00 2.00e+00 2.00e+00 2.00e+00
 2.00e+00 0.00e+00 0.00e+00 0.00e+00]","[0.00e+00 1.70e+01 0.00e+00 4.00e+00 7.22e+03 2.00e+00 2.00e+00 4.00e+00
 1.00e+00 1.00e+00 1.00e+00 0.00e+00 1.00e+00 2.00e+00 2.00e+00 2.00e+00
 2.00e+00 0.00e+00 0.00e+00 1.00e+00]"
11,sat,6,0,5,0,0,0.8218,0.0,0.8218,0,0.8218,97.593,98.76,0,0.0,98.76,1,1,0.7467,1.0,-,"[1.000e+00 9.000e+00 2.000e+00 8.000e+00 9.031e+03 0.000e+00 0.000e+00
 4.000e+00 0.000e+00 1.000e+00 2.000e+00 0.000e+00 1.000e+00 0.000e+00
 2.000e+00 3.000e+00 2.000e+00 0.000e+00 0.000e+00 1.000e+00]","[1.000e+00 9.000e+00 2.000e+00 8.000e+00 9.031e+03 0.000e+00 0.000e+00
 4.000e+00 0.000e+00 1.000e+00 2.000e+00 0.000e+00 1.000e+00 0.000e+00
 2.000e+00 3.000e+00 2.000e+00 0.000e+00 0.000e+00 0.000e+00]"
12,sat,7,0,5,1,1,0.8515,0.0,0.8515,0.0099,0.8614,100.04,100.49,88.175,88.26,188.74,1,1,0.7467,1.0,-,"[0.000e+00 2.900e+01 0.000e+00 0.000e+00 3.838e+03 2.000e+00 0.000e+00
 3.000e+00 0.000e+00 3.000e+00 2.000e+00 1.000e+00 2.000e+00 0.000e+00
 2.000e+00 0.000e+00 2.000e+00 0.000e+00 0.000e+00 0.000e+00]","[0.000e+00 2.900e+01 0.000e+00 0.000e+00 3.838e+03 2.000e+00 0.000e+00
 3.000e+00 0.000e+00 3.000e+00 2.000e+00 1.000e+00 2.000e+00 0.000e+00
 2.000e+00 0.000e+00 2.000e+00 0.000e+00 0.000e+00 1.000e+00]"
13,unsat,7,1,5,0,0,0.901,0.0,0.901,0,0.901,1.581,1.76,0,0.0,1.76,0,0,0.7467,1.0,-,,
14,sat,8,1,5,0,0,0.8911,0.0,0.8911,0,0.8911,9.244,9.42,0,0.0,9.42,1,1,0.7467,1.0,-,"[2.0000e+00 8.0000e+01 2.0000e+00 8.0000e+00 1.3883e+04 2.0000e+00
 2.0000e+00 2.0000e+00 2.0000e+00 2.0000e+00 0.0000e+00 1.0000e+00
 2.0000e+00 1.0000e+00 2.0000e+00 2.0000e+00 1.0000e+00 1.0000e+00
 1.0000e+00 1.0000e+00]","[2.0000e+00 8.0000e+01 2.0000e+00 8.0000e+00 1.3883e+04 2.0000e+00
 2.0000e+00 2.0000e+00 2.0000e+00 2.0000e+00 0.0000e+00 1.0000e+00
 2.0000e+00 1.0000e+00 2.0000e+00 2.0000e+00 1.0000e+00 1.0000e+00
 1.0000e+00 0.0000e+00]"
15,unknown,8,1,6,1,0,0.8515,0.0,0.8515,0.0198,0.8713,100.009,100.69,100.032,100.11,200.79,0,0,0.7467,1.0,-,,
