,Partition_ID,SAT_count,UNSAT_count,UNK_count,h_attempt,h_success,ST_compression,H_compression,SV-time,HV-Time,Total-Time
0,46,41,0,5,8,3,0.750206522,0.011506522,29.71902174,12.96113043,43.1876087
1,13,8,0,5,10,5,0.815707692,0.042646154,88.106,52.417,141.8561538
2,201,195,6,0,1,1,0.694029851,0.000497512,1.414527363,0.219064677,1.735223881
3,201,2,199,0,1,1,0.633233831,0.000904478,0.733840796,0.164631841,1.000746269
4,13,0,4,9,9,0,0.617230769,0.026461538,69.48961538,69.72853846,139.7253846
