,Partition_ID,SAT_count,UNSAT_count,UNK_count,h_attempt,h_success,ST_compression,H_compression,SV-time,HV-Time,Total-Time
0,31,27,0,4,6,2,0.756480645,0.010748387,41.77551613,15.97577419,58.18064516
1,11,4,0,7,9,2,0.7777,0.0378,97.17736364,75.67472727,174.1809091
2,201,195,6,0,1,1,0.694029851,0.000497512,1.29321393,0.235875622,1.628308458
3,201,2,199,0,1,1,0.633233831,0.000904478,0.727174129,0.137338308,0.965671642
4,12,0,3,9,9,0,0.594,0.032,75.27258333,75.433,151.525
