Partition_ID,Verification,SAT_count,UNSAT_count,UNK_count,h_attempt,h_success,B_compression,S_compression,ST_compression,H_compression,T_compression,SV-time,S-time,HV-Time,H-Time,Total-Time,C-check,V-accurate,Original-acc,Pruned-acc,Acc-dec,C1,C2
1,sat,1,0,0,0,0,0.8812,0.0,0.8812,0,0.8812,74.763,75.17,0,0.0,75.17,1,1,0.7467,1.0,-,"[2.00e+00 7.00e+01 1.00e+00 7.00e+00 3.78e+03 0.00e+00 0.00e+00 2.00e+00
 0.00e+00 1.00e+00 0.00e+00 0.00e+00 0.00e+00 2.00e+00 1.00e+00 0.00e+00
 2.00e+00 0.00e+00 0.00e+00 1.00e+00]","[2.00e+00 7.00e+01 1.00e+00 7.00e+00 3.78e+03 0.00e+00 0.00e+00 2.00e+00
 0.00e+00 1.00e+00 0.00e+00 0.00e+00 0.00e+00 2.00e+00 1.00e+00 0.00e+00
 2.00e+00 0.00e+00 0.00e+00 0.00e+00]"
2,sat,2,0,0,0,0,0.8812,0.0,0.8812,0,0.8812,18.275,18.68,0,0.0,18.68,1,1,0.7467,1.0,-,"[1.000e+00 5.000e+01 0.000e+00 7.000e+00 1.141e+04 2.000e+00 2.000e+00
 1.000e+00 2.000e+00 1.000e+00 0.000e+00 1.000e+00 2.000e+00 0.000e+00
 4.000e+00 0.000e+00 1.000e+00 1.000e+00 0.000e+00 1.000e+00]","[1.000e+00 5.000e+01 0.000e+00 7.000e+00 1.141e+04 2.000e+00 2.000e+00
 1.000e+00 2.000e+00 1.000e+00 0.000e+00 1.000e+00 2.000e+00 0.000e+00
 4.000e+00 0.000e+00 1.000e+00 1.000e+00 0.000e+00 0.000e+00]"
3,unknown,2,0,1,1,0,0.8119,0.0,0.8119,0.0297,0.8416,100.071,100.96,100.057,100.14,201.1,0,0,0.7467,1.0,-,,
4,sat,3,0,1,0,0,0.8812,0.0,0.8812,0,0.8812,11.952,12.13,0,0.0,12.13,1,1,0.7467,1.0,-,"[2.000e+00 3.300e+01 0.000e+00 7.000e+00 1.589e+04 2.000e+00 2.000e+00
 1.000e+00 2.000e+00 4.000e+00 0.000e+00 1.000e+00 2.000e+00 2.000e+00
 3.000e+00 0.000e+00 1.000e+00 1.000e+00 0.000e+00 1.000e+00]","[2.000e+00 3.300e+01 0.000e+00 7.000e+00 1.589e+04 2.000e+00 2.000e+00
 1.000e+00 2.000e+00 4.000e+00 0.000e+00 1.000e+00 2.000e+00 2.000e+00
 3.000e+00 0.000e+00 1.000e+00 1.000e+00 0.000e+00 0.000e+00]"
5,sat,4,0,1,1,1,0.8614,0.0,0.8614,0.0099,0.8713,100.035,100.44,97.438,97.51,197.95,1,1,0.7467,1.0,-,"[0.00e+00 1.10e+01 0.00e+00 7.00e+00 5.52e+03 0.00e+00 0.00e+00 1.00e+00
 2.00e+00 3.00e+00 2.00e+00 0.00e+00 0.00e+00 0.00e+00 4.00e+00 0.00e+00
 2.00e+00 0.00e+00 0.00e+00 0.00e+00]","[0.00e+00 1.10e+01 0.00e+00 7.00e+00 5.52e+03 0.00e+00 0.00e+00 1.00e+00
 2.00e+00 3.00e+00 2.00e+00 0.00e+00 0.00e+00 0.00e+00 4.00e+00 0.00e+00
 2.00e+00 0.00e+00 0.00e+00 1.00e+00]"
6,sat,5,0,1,0,0,0.8713,0.0,0.8713,0,0.8713,30.023,30.43,0,0.0,30.43,1,1,0.7467,1.0,-,"[2.0000e+00 1.9000e+01 0.0000e+00 7.0000e+00 1.4079e+04 2.0000e+00
 2.0000e+00 3.0000e+00 2.0000e+00 1.0000e+00 2.0000e+00 1.0000e+00
 2.0000e+00 0.0000e+00 4.0000e+00 0.0000e+00 1.0000e+00 1.0000e+00
 0.0000e+00 1.0000e+00]","[2.0000e+00 1.9000e+01 0.0000e+00 7.0000e+00 1.4079e+04 2.0000e+00
 2.0000e+00 3.0000e+00 2.0000e+00 1.0000e+00 2.0000e+00 1.0000e+00
 2.0000e+00 0.0000e+00 4.0000e+00 0.0000e+00 1.0000e+00 1.0000e+00
 0.0000e+00 0.0000e+00]"
7,unsat,5,1,1,0,0,0.901,0.0,0.901,0,0.901,1.414,1.57,0,0.0,1.57,0,0,0.7467,1.0,-,,
8,sat,6,1,1,0,0,0.8812,0.0,0.8812,0,0.8812,12.424,12.59,0,0.0,12.59,1,1,0.7467,1.0,-,"[2.0000e+00 2.7000e+01 1.0000e+00 7.0000e+00 1.3909e+04 2.0000e+00
 2.0000e+00 1.0000e+00 2.0000e+00 4.0000e+00 2.0000e+00 1.0000e+00
 2.0000e+00 0.0000e+00 3.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00]","[2.0000e+00 2.7000e+01 1.0000e+00 7.0000e+00 1.3909e+04 2.0000e+00
 2.0000e+00 1.0000e+00 2.0000e+00 4.0000e+00 2.0000e+00 1.0000e+00
 2.0000e+00 0.0000e+00 3.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00
 0.0000e+00 1.0000e+00]"
9,unsat,6,2,1,0,0,0.8911,0.0,0.8911,0,0.8911,4.486,4.88,0,0.0,4.88,0,0,0.7467,1.0,-,,
10,sat,7,2,1,0,0,0.8911,0.0,0.8911,0,0.8911,54.558,54.72,0,0.0,54.72,1,1,0.7467,1.0,-,"[2.0e+00 8.0e+01 2.0e+00 7.0e+00 7.4e+03 1.0e+00 0.0e+00 4.0e+00 2.0e+00
 4.0e+00 1.0e+00 1.0e+00 2.0e+00 2.0e+00 1.0e+00 3.0e+00 2.0e+00 0.0e+00
 0.0e+00 0.0e+00]","[2.0e+00 8.0e+01 2.0e+00 7.0e+00 7.4e+03 1.0e+00 0.0e+00 4.0e+00 2.0e+00
 4.0e+00 1.0e+00 1.0e+00 2.0e+00 2.0e+00 1.0e+00 3.0e+00 2.0e+00 0.0e+00
 0.0e+00 1.0e+00]"
