,Partition_ID,SAT_count,UNSAT_count,UNK_count,h_attempt,h_success,ST_compression,H_compression,SV-time,HV-Time,Total-Time
0,162,153,0,9,12,3,0.8053518518518518,0.0015728395061728397,16.968820987654322,6.080685185185185,23.283395061728395
1,32,17,2,13,16,3,0.8502625,0.01051875,66.0510625,45.82475,112.53999999999999
2,3810,2786,1023,1,3,2,0.697270341207349,0.0,0.7846532808398952,0.05413727034120735,0.9449737532808399
3,11067,96,10971,0,1,1,0.6361863919761452,4.106804011927352e-05,0.2157235023041475,0.0003748983464353483,0.3252968284087829
4,18,0,0,18,18,0,0.6186666666666666,0.028444444444444446,100.36966666666666,100.42883333333333,201.50666666666666
