,Partition_ID,SAT_count,UNSAT_count,UNK_count,h_attempt,h_success,ST_compression,H_compression,SV-time,HV-Time,Total-Time
2,24,15,4,5,9,4,0.918929167,0.017208333,96.65020833,56.16866667,160.2566667
3,21,0,15,6,9,3,0.77447619,0.021714286,111.1107143,65.63752381,178.1185714
0,9,0,0,9,9,0,0.211377778,0.0244,200.2318889,200.368,401.1822222
1,35,3,26,6,9,3,0.406828571,0.00558,63.4746,43.92768571,107.7102857
