Partition_ID,Verification,SAT_count,UNSAT_count,UNK_count,h_attempt,h_success,B_compression,S_compression,ST_compression,H_compression,T_compression,SV-time,S-time,HV-Time,H-Time,Total-Time,C-check,V-accurate,Original-acc,Pruned-acc,Acc-dec,C1,C2
1,unsat,0,1,0,0,0,0.3077,0.0,0.3077,0,0.3077,0.091,0.19,0,0.0,0.19,0,0,0.832,1.0,-,,
2,unsat,0,2,0,0,0,0.3077,0.0,0.3077,0,0.3077,0.117,0.21,0,0.0,0.21,0,0,0.832,1.0,-,,
3,unsat,0,3,0,0,0,0.3077,0.0,0.3077,0,0.3077,0.069,0.16,0,0.0,0.16,0,0,0.832,1.0,-,,
4,sat,1,3,0,0,0,0.0769,0.0,0.0769,0,0.0769,3.208,3.32,0,0.0,3.32,1,1,0.832,1.0,-,[16.  6.  9. 13.  2.  5.  0.  2.  0.  0.  6. 43. 29.],[16.  6.  9. 13.  2.  5.  0.  4.  0.  0.  6. 43. 29.]
5,unsat,1,4,0,0,0,0.3077,0.0,0.3077,0,0.3077,0.109,0.2,0,0.0,0.2,0,0,0.832,1.0,-,,
6,unsat,1,5,0,0,0,0.3077,0.0,0.3077,0,0.3077,0.082,0.18,0,0.0,0.18,0,0,0.832,1.0,-,,
7,sat,2,5,0,0,0,0.1538,0.0,0.1538,0,0.1538,0.408,0.51,0,0.0,0.51,1,1,0.832,1.0,-,[94.  6.  9. 14.  5.  0.  5.  2.  0.  0.  9. 21.  3.],[94.  6.  9. 14.  5.  0.  5.  4.  0.  0.  9. 21.  3.]
8,unsat,2,6,0,0,0,0.3077,0.0,0.3077,0,0.3077,0.068,0.16,0,0.0,0.16,0,0,0.832,1.0,-,,
9,unsat,2,7,0,0,0,0.3077,0.0,0.3077,0,0.3077,0.069,0.16,0,0.0,0.16,0,0,0.832,1.0,-,,
10,sat,3,7,0,0,0,0.1538,0.0,0.1538,0,0.1538,0.222,0.33,0,0.0,0.33,1,1,0.832,1.0,-,[70.  5. 10. 14.  5. 13.  5.  1.  1.  0. 12. 43.  0.],[70.  5. 10. 14.  5. 13.  5.  4.  1.  0. 12. 43.  0.]
11,unsat,3,8,0,0,0,0.3077,0.0,0.3077,0,0.3077,0.089,0.18,0,0.0,0.18,0,0,0.832,1.0,-,,
12,unsat,3,9,0,0,0,0.3077,0.0,0.3077,0,0.3077,0.077,0.17,0,0.0,0.17,0,0,0.832,1.0,-,,
13,sat,4,9,0,0,0,0.1538,0.0,0.1538,0,0.1538,0.123,0.23,0,0.0,0.23,1,1,0.832,1.0,-,[ 51.   6.   9.  16.   6.  12.   0.   0.   1.   1.   7. 100.   6.],[ 51.   6.   9.  16.   6.  12.   0.   3.   1.   1.   7. 100.   6.]
14,sat,5,9,0,0,0,0.1538,0.0,0.1538,0,0.1538,0.342,0.45,0,0.0,0.45,1,1,0.832,1.0,-,[37.  0. 10.  2.  6. 12.  0.  3.  0.  2. 13. 61.  5.],[37.  0. 10.  2.  6. 12.  0.  4.  0.  2. 13. 61.  5.]
15,sat,6,9,0,0,0,0.0769,0.0,0.0769,0,0.0769,6.572,6.69,0,0.0,6.69,1,1,0.832,1.0,-,[50.  6. 10.  8.  4. 13.  5.  2.  1.  1.  7.  9. 11.],[50.  6. 10.  8.  4. 13.  5.  1.  1.  1.  7.  9. 11.]
16,unsat,6,10,0,0,0,0.3077,0.0,0.3077,0,0.3077,0.053,0.15,0,0.0,0.15,0,0,0.832,1.0,-,,
17,unsat,6,11,0,0,0,0.3077,0.0,0.3077,0,0.3077,0.082,0.17,0,0.0,0.17,0,0,0.832,1.0,-,,
18,unsat,6,12,0,0,0,0.3077,0.0,0.3077,0,0.3077,0.061,0.15,0,0.0,0.15,0,0,0.832,1.0,-,,
19,unsat,6,13,0,0,0,0.3077,0.0,0.3077,0,0.3077,0.093,0.18,0,0.0,0.18,0,0,0.832,1.0,-,,
20,unsat,6,14,0,0,0,0.3077,0.0,0.3077,0,0.3077,0.085,0.18,0,0.0,0.18,0,0,0.832,1.0,-,,
21,sat,7,14,0,0,0,0.1538,0.0,0.1538,0,0.1538,0.23,0.34,0,0.0,0.34,1,1,0.832,1.0,-,[16.  6. 10.  7.  6.  5.  2.  4.  0.  2. 18. 49. 10.],[16.  6. 10.  7.  6.  5.  2.  2.  0.  2. 18. 49. 10.]
22,unsat,7,15,0,0,0,0.3077,0.0,0.3077,0,0.3077,0.078,0.18,0,0.0,0.18,0,0,0.832,1.0,-,,
23,unsat,7,16,0,0,0,0.3077,0.0,0.3077,0,0.3077,0.073,0.17,0,0.0,0.17,0,0,0.832,1.0,-,,
24,sat,8,16,0,0,0,0.0769,0.0,0.0769,0,0.0769,0.797,0.91,0,0.0,0.91,1,1,0.832,1.0,-,[10.  6.  9.  8.  5.  1.  4.  4.  1.  2. 13. 10. 36.],[10.  6.  9.  8.  5.  1.  4.  2.  1.  2. 13. 10. 36.]
25,sat,9,16,0,0,0,0.1538,0.0,0.1538,0,0.1538,0.381,0.49,0,0.0,0.49,1,1,0.832,1.0,-,[26.  6.  9.  6.  6. 12.  0.  0.  1.  3.  4. 60. 12.],[26.  6.  9.  6.  6. 12.  0.  4.  1.  3.  4. 60. 12.]
26,unsat,9,17,0,0,0,0.3077,0.0,0.3077,0,0.3077,0.08,0.17,0,0.0,0.17,0,0,0.832,1.0,-,,
